title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
Follow the Leader,1944,65,NA,6.8,49,0,0,0,4.5,0,4.5,4.5,14.5,24.5,44.5,,0,0,1,0,0,0,0
"Party Crashers, The",1998,77,NA,1.8,22,14.5,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,,0,0,1,0,0,0,0
"42nd. Street Special, The",1933,6,NA,6.2,11,0,0,0,0,4.5,14.5,64.5,4.5,0,0,,0,0,0,0,1,0,1
Hi-De-Ho,1947,64,NA,6.2,22,0,0,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
3 Minute Wonder,2000,3,NA,4.3,6,0,0,14.5,34.5,0,45.5,0,0,0,0,,0,0,0,0,0,0,1
Je t'aime moi non plus,1976,90,NA,6,131,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
Private Angelo,1949,106,NA,6.9,10,0,0,0,0,0,24.5,34.5,24.5,24.5,14.5,,0,0,1,0,0,0,0
Zie 37 Stagen,1997,23,NA,1.7,13,24.5,4.5,0,0,0,0,0,4.5,34.5,34.5,,0,0,0,0,0,0,1
Sombra dolorosa,2004,7,NA,6.8,25,0,4.5,0,0,4.5,24.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0,1
Drowning Lessons,2002,20,NA,6.4,9,0,0,0,0,14.5,0,34.5,24.5,34.5,0,,0,0,0,1,0,0,1
Lena's Dreams,1997,86,NA,4,18,14.5,4.5,0,14.5,4.5,14.5,14.5,14.5,14.5,14.5,,0,0,0,0,0,0,0
Ovo malo duse,1991,86,NA,9.4,39,0,4.5,4.5,0,0,4.5,4.5,4.5,14.5,64.5,,0,0,0,1,0,0,0
Oil's Well That Ends Well,1958,16,NA,5.8,47,4.5,0,4.5,14.5,4.5,24.5,34.5,4.5,4.5,4.5,,0,0,1,0,0,0,1
Bubble Bee,1949,7,NA,5.8,22,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,4.5,,0,1,1,0,0,0,1
"Bob Mathias Story, The",1954,80,NA,5.7,11,0,4.5,0,4.5,4.5,24.5,4.5,14.5,0,14.5,,0,0,0,1,0,0,0
Leghorn Swoggled,1951,7,NA,7,22,0,0,0,0,24.5,4.5,14.5,44.5,0,4.5,,0,1,1,0,0,0,1
"Due superpiedi quasi piatti, I",1976,98,NA,6.4,460,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,1,0,1,0,0,0,0
Black Samson,1974,98,NA,5.2,38,0,4.5,4.5,4.5,34.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
"Dream, The",1911,11,NA,5.7,21,0,0,14.5,4.5,4.5,34.5,14.5,4.5,0,0,,0,0,0,1,0,0,1
Popeye the Sailor Meets Ali Baba's Forty Thieves,1937,19,NA,7.4,93,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,1,1,0,0,0,1
Prabhupada: A Lifetime In Preparation,1996,55,NA,6.5,8,0,0,0,14.5,0,0,0,14.5,24.5,45.5,,0,0,0,0,0,0,0
"Grandes gueules, Les",1966,120,NA,7.6,80,0,0,0,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,0,0
Moziklip,1987,75,NA,8.1,14,0,0,0,0,0,4.5,4.5,0,24.5,64.5,,0,0,0,0,0,0,0
Strip Jack Naked,1991,91,NA,6.3,7,14.5,0,0,0,0,44.5,24.5,0,14.5,0,,0,0,0,0,1,0,0
Silent Rain in the Ninth,1998,19,NA,6.3,25,0,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,1
One Man Show: A Musical Documentary,2004,74,NA,6.9,14,24.5,0,0,0,0,4.5,4.5,0,4.5,45.5,,0,0,0,0,1,0,0
Foreign Student,1994,90,NA,5.6,74,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
Lost,2000,13,NA,5.6,11,4.5,0,0,0,44.5,24.5,4.5,0,4.5,0,,0,0,0,0,0,0,1
Rovin' Tumbleweeds,1939,62,NA,5.5,12,0,0,14.5,0,24.5,24.5,0,4.5,24.5,0,,0,0,0,0,0,0,0
Chez nous,1978,99,NA,7.8,6,0,0,0,14.5,0,0,34.5,45.5,0,0,,0,0,0,0,0,0,0
Red's Dream,1987,4,NA,6.8,257,4.5,0,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,0,0,0,1
"Weavers: Wasn't That a Time, The",1982,78,NA,8.1,58,4.5,0,4.5,0,4.5,4.5,4.5,14.5,14.5,44.5,,0,0,0,0,1,0,0
Delo Rumyantseva,1955,103,NA,7.7,11,0,0,0,0,0,24.5,0,14.5,14.5,34.5,,0,0,0,1,0,0,0
Axel Munthe - Der Arzt von San Michele,1962,125,NA,5.2,83,4.5,4.5,0,4.5,4.5,84.5,4.5,4.5,0,0,,0,0,0,1,0,0,0
Yez rouz bishtar,1999,75,NA,6.6,16,0,0,4.5,4.5,0,14.5,14.5,24.5,4.5,24.5,,0,0,0,0,0,1,0
Prom Night IV: Deliver Us from Evil,1992,115,NA,2.9,150,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Jealousy,1934,66,NA,3.2,5,0,24.5,44.5,0,0,24.5,0,0,0,24.5,,0,0,0,1,0,0,0
Erkan & Stefan,2000,87,NA,5.7,403,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0,0
"Last Letter, The",2004,80,NA,3.1,46,4.5,34.5,24.5,14.5,14.5,0,0,0,0,14.5,,0,0,0,1,0,0,0
None But the Brave,1965,106,NA,6.5,208,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Tag der Freiheit - Unsere Wehrmacht,1935,30,NA,5.9,80,14.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,0,0,1,0,1
"Ladrone, Il",1979,108,NA,6.2,20,4.5,4.5,14.5,0,0,24.5,14.5,34.5,0,14.5,,0,0,0,0,0,0,0
Kappert 1: Die Briefmarke - Das Remake,1995,35,NA,1,5,44.5,0,0,0,24.5,0,24.5,24.5,0,0,,0,0,1,0,0,0,1
Segreti segreti,1985,92,NA,6.8,7,0,0,0,0,0,24.5,24.5,14.5,0,24.5,,0,0,0,1,0,0,0
Madame Bovary,1933,101,NA,6,43,0,4.5,4.5,4.5,4.5,24.5,34.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Continental,1990,104,NA,4.8,11,0,14.5,4.5,24.5,4.5,0,14.5,0,0,14.5,,0,0,0,0,0,0,0
"Collaboration, The",2001,90,NA,8.2,5,0,0,0,0,24.5,0,0,24.5,44.5,24.5,,0,0,0,0,0,0,0
"Blood Oranges, The",1997,93,NA,4,91,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0
I Dream of Jeannie,1952,90,NA,5,23,4.5,0,14.5,14.5,24.5,4.5,14.5,14.5,0,4.5,,0,0,0,0,0,0,0
Shatter,1974,90,NA,4.2,61,4.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
"Ritorno di Ringo, Il",1965,104,NA,6.5,40,0,0,4.5,4.5,14.5,4.5,14.5,34.5,4.5,14.5,,0,0,0,0,0,0,0
Callaway Went Thataway,1951,81,NA,6.8,74,0,0,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Marrying Man, The",1991,115,NA,5.1,1040,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1,0
Nerolio,1996,90,NA,6.2,14,0,0,0,14.5,4.5,14.5,24.5,0,24.5,14.5,,0,0,0,1,0,0,0
Schlafes Bruder,1995,127,NA,7.5,391,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,R,0,0,0,1,0,0,0
Strumpet,2001,72,NA,6.3,107,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,0,0,0,0
Cookers,2001,96,NA,8.6,22,0,4.5,4.5,0,4.5,0,0,14.5,14.5,45.5,R,0,0,0,1,0,0,0
How the Garcia Girls Spent Their Summer,2005,128,NA,2.9,43,4.5,24.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Bajarse al moro,1989,83,NA,6.4,109,4.5,0,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,,0,0,1,0,0,0,0
"Story of Vernon and Irene Castle, The",1939,93,1196000,6.7,248,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,14.5,,0,0,0,0,0,1,0
Andy,1965,86,NA,7.1,14,0,0,0,0,0,24.5,24.5,24.5,24.5,4.5,,0,0,0,1,0,0,0
"Montagna del dio cannibale, La",1978,86,NA,4.8,278,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Pismo - Glava,1983,106,NA,6.8,6,0,0,0,0,14.5,14.5,45.5,14.5,0,0,,0,0,0,1,0,0,0
I Found Stella Parish,1935,85,NA,5.9,36,0,0,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Tarde de un matrimonio de clase media, La",1995,3,NA,8.7,7,0,0,0,0,0,0,14.5,24.5,24.5,24.5,,0,0,1,1,0,0,1
Cat's Eye,1997,91,NA,4.8,30,14.5,14.5,14.5,14.5,4.5,14.5,14.5,4.5,14.5,4.5,,0,0,0,0,0,0,0
Saathiya,2002,138,NA,7.2,171,4.5,0,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,1,0
Ratataplan,1979,95,NA,6.5,59,4.5,0,0,0,4.5,4.5,14.5,24.5,14.5,34.5,,0,0,1,0,0,0,0
"Midsummer Night's Dream, A",1967,93,NA,6.8,8,0,0,0,14.5,14.5,14.5,34.5,0,14.5,14.5,,0,0,0,0,0,0,0
Ghost Rock,2003,101,NA,3.4,97,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,1,0,0,1,0,0,0
Tosca,1941,100,NA,5,11,0,0,0,14.5,14.5,4.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
Gammera the Invincible,1966,86,NA,3.8,10,0,0,14.5,34.5,34.5,0,0,0,14.5,24.5,,0,0,0,0,0,0,0
"People vs. Dr. Kildare, The",1941,78,NA,5.3,27,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,0,4.5,,0,0,0,1,0,0,0
Toy Soldiers,1991,112,NA,5.8,2721,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0,0
Main Street to Broadway,1953,103,NA,4.4,12,0,14.5,4.5,24.5,14.5,4.5,0,4.5,4.5,4.5,,0,0,0,0,0,1,0
Carefree,1938,83,1253000,7.1,306,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
Kourastika na skotono tous agapitikous sou,2002,105,NA,6.1,15,0,4.5,4.5,24.5,4.5,14.5,24.5,0,4.5,14.5,,0,0,0,1,0,0,0
"Khrustalyov, mashinu!",1998,137,NA,7.4,115,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,44.5,,0,0,0,1,0,0,0
"Zombi de Cap-Rouge, Le",1997,81,NA,2.7,10,34.5,14.5,24.5,0,0,0,14.5,0,0,34.5,,1,0,0,0,0,0,0
Hong deng qu,1996,91,NA,5.1,27,4.5,0,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
Donald's Dream Voice,1948,7,NA,6.9,24,0,0,0,4.5,0,14.5,44.5,14.5,4.5,24.5,,0,1,1,0,0,0,1
On a Clear Day,2005,92,NA,7.3,31,4.5,0,0,0,0,4.5,14.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
Jerry Maguire,1996,139,50000000,7.3,34623,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,1,0,1,0
"Nanguo zaijan, nanguo",1996,116,NA,6.7,176,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
B gai waak,1998,95,NA,6.6,69,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,1,0,0,0,0,0,0
Hammar,1992,100,NA,5.9,7,0,14.5,14.5,0,0,44.5,0,0,0,24.5,,0,0,0,0,0,0,0
Revizor,1933,71,NA,6.7,7,0,0,0,0,24.5,24.5,14.5,14.5,14.5,0,,0,0,1,0,0,0,0
En la puta calle!,1997,90,NA,7.6,13,14.5,4.5,4.5,0,14.5,0,24.5,24.5,4.5,0,,0,0,0,1,0,0,0
Who Has Seen the Wind,1977,100,NA,6.4,46,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,1,0,0,0
Don't Go Near the Water,1957,107,NA,6.2,99,0,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,1,0
Punch and Judo,1951,6,NA,4.3,8,14.5,0,14.5,34.5,14.5,0,0,14.5,0,14.5,,0,1,1,0,0,0,1
OffOn,1972,9,NA,5.5,38,14.5,4.5,4.5,14.5,0,14.5,34.5,14.5,0,4.5,,0,0,0,0,0,0,1
"Mysterious Island, The",1929,95,1130000,5.9,51,4.5,0,4.5,4.5,4.5,24.5,34.5,4.5,4.5,4.5,,0,0,0,0,0,0,0
Op het randje ...,2002,12,NA,5.8,12,4.5,0,4.5,14.5,0,34.5,24.5,0,4.5,0,,0,0,1,1,0,0,1
Luggage of the Gods!,1987,74,NA,4.7,31,34.5,4.5,4.5,0,4.5,4.5,14.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Youngblood,1978,90,NA,4.4,30,14.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,0,14.5,,1,0,0,0,0,0,0
Kureji no daiboken,1965,107,NA,8.8,5,0,0,0,0,0,0,44.5,0,0,64.5,,0,0,0,0,0,0,0
Wee Willie Winkie,1937,100,NA,6.9,138,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Daddy's Gone A-Hunting,1969,108,NA,5.7,64,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,,0,0,0,0,0,0,0
Hellmaster,1992,92,NA,3.4,24,34.5,4.5,4.5,34.5,0,0,4.5,0,14.5,0,,0,0,0,0,0,0,0
Money Means Nothing,1934,70,NA,4.6,7,0,14.5,14.5,14.5,24.5,14.5,0,14.5,0,0,,0,0,0,1,0,0,0
My Mom's a Werewolf,1989,80,NA,3.2,117,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Revenge Rider, The",1935,60,NA,4.2,7,14.5,0,14.5,14.5,14.5,14.5,24.5,0,0,0,,0,0,0,0,0,0,0
Surname Viet Given Name Nam,1989,108,NA,4.6,21,4.5,4.5,0,4.5,14.5,4.5,4.5,4.5,14.5,24.5,,0,0,0,0,0,0,0
Xuxa Abracadabra,2003,87,NA,1.9,22,74.5,4.5,0,0,0,4.5,4.5,0,0,4.5,,0,0,0,0,0,0,0
"Dobbelte mand, Den",1976,91,NA,5.1,5,0,24.5,0,0,64.5,24.5,0,0,0,0,,0,0,0,1,0,0,0
Fetishes,1996,84,NA,5.8,79,4.5,4.5,4.5,14.5,4.5,14.5,14.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
Mr. Perrin and Mr. Traill,1948,92,NA,5.1,9,0,0,0,14.5,44.5,24.5,24.5,0,0,0,,0,0,0,1,0,0,0
Reluctant Prophet,1995,42,NA,8.5,6,14.5,0,0,0,0,0,0,0,0,84.5,,0,0,0,0,1,0,1
Cosas que nunca te dije,1996,93,NA,6.9,248,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,,0,0,0,1,0,0,0
Kamennyy tsvetok,1946,70,NA,7.3,36,0,0,0,4.5,4.5,14.5,14.5,24.5,4.5,34.5,,0,0,0,0,0,0,0
Algiers,1938,95,NA,7.1,242,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,14.5,,0,0,0,1,0,1,0
Speedtrap,1977,113,NA,5,21,4.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,14.5,,1,0,0,1,0,0,0
Life or Something Like It,2002,105,NA,5.7,3620,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0
Klavim Lo Novhim Beyarok,1996,92,NA,7.7,23,0,0,0,14.5,4.5,4.5,4.5,34.5,14.5,24.5,,0,0,1,0,0,0,0
"Little Rascals, The",1994,82,NA,5.1,1770,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
"Day of the Jackal, The",1973,145,NA,7.8,5310,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Junior G-Men of the Air,1942,225,NA,6.4,8,14.5,0,0,0,14.5,24.5,24.5,14.5,0,14.5,,1,0,0,0,0,0,0
For the Cause,2000,91,NA,2.8,183,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,R,0,0,0,0,0,0,0
Priest,1994,98,NA,7.2,2813,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0
Barrios altos,1987,87,NA,5.2,18,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,0,4.5,,0,0,1,0,0,0,0
Pterodactyl Woman from Beverly Hills,1994,97,NA,3.4,39,14.5,4.5,4.5,0,14.5,4.5,14.5,4.5,0,24.5,R,0,0,1,0,0,0,0
Mister X,1968,90,NA,3.8,9,14.5,14.5,14.5,24.5,14.5,0,24.5,0,0,14.5,,0,0,0,0,0,0,0
Second Coming,2001,95,NA,6.8,7,14.5,0,0,0,0,14.5,24.5,14.5,24.5,0,,0,0,0,0,0,0,0
Carry On Cabby,1963,91,NA,5.9,243,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
Forget Me Not,1936,73,NA,4.2,13,4.5,0,14.5,0,4.5,4.5,24.5,24.5,0,14.5,,0,0,0,1,0,1,0
Georgie Girl,2001,69,NA,6.6,7,0,0,0,0,14.5,14.5,14.5,44.5,14.5,0,,0,0,0,0,1,0,0
Sofies verden,1999,107,NA,5.5,323,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
"Quatrilho, O",1995,102,NA,7.3,478,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,1,0
"Kotsos stin EOK, O",1980,99,NA,8.5,6,0,0,0,14.5,0,0,14.5,0,0,64.5,,0,0,1,0,0,0,0
Eorin shinbu,2004,115,NA,6.5,178,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,1,0,0,1,0
Men of Means,1999,80,NA,5.7,49,14.5,0,0,14.5,4.5,14.5,4.5,4.5,4.5,44.5,,1,0,0,1,0,0,0
S.O.S. Planet,2002,40,NA,6.1,11,14.5,0,0,4.5,24.5,4.5,14.5,14.5,0,0,,0,0,0,0,0,0,1
Green Diggity Dog,2001,97,NA,1.4,5,24.5,0,0,24.5,0,24.5,0,0,0,44.5,,0,0,1,0,0,1,0
South Park: Bigger Longer & Uncut,1999,81,21000000,7.6,33188,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,1,1,0,0,0,0
Crazy Legs Conti: Zen and the Art of Competitive Eating,2004,75,NA,5.6,16,0,0,4.5,0,0,0,14.5,24.5,14.5,34.5,,0,0,0,0,1,0,0
Egri csillagok I,1968,71,NA,7.2,75,0,0,0,4.5,4.5,4.5,4.5,14.5,14.5,45.5,,0,0,0,0,0,1,0
Desde el abismo,1980,90,NA,5.2,6,14.5,0,0,45.5,0,14.5,14.5,0,0,0,,0,0,0,1,0,0,0
Sioux City,1994,102,NA,4.8,79,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
"Little Whirlwind, The",1941,8,NA,6.3,36,0,4.5,0,4.5,4.5,14.5,14.5,34.5,4.5,4.5,,0,1,1,0,0,0,1
"Work in Progress, A",2002,8,NA,7.4,5,0,0,0,0,0,44.5,0,0,24.5,44.5,,0,1,0,0,0,0,1
Joey's Christmas,1994,15,NA,1.2,6,64.5,34.5,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1
Trespass,1992,101,NA,5.9,1373,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0,0
Here Come the Huggetts,1948,93,NA,5.8,17,0,0,0,14.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,1,0,0,0
Gun Shy,2000,101,10000000,5.4,1701,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
Wake Up and Dream,1946,92,NA,5.9,18,0,14.5,0,0,14.5,14.5,14.5,14.5,24.5,14.5,,0,0,0,1,0,0,0
Cause toujours!,2004,87,NA,6.3,41,4.5,0,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
"Alley Cat, The",1941,9,NA,5.8,7,0,0,0,0,44.5,24.5,14.5,0,14.5,0,,0,1,1,0,0,0,1
Treasure Island,1934,110,NA,7.2,267,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0,0
Wish,2001,17,NA,8.4,8,0,0,0,0,0,14.5,14.5,24.5,24.5,24.5,,0,0,0,0,0,0,1
Zurek,2003,72,NA,6.7,54,4.5,4.5,0,4.5,4.5,24.5,24.5,24.5,4.5,4.5,,0,0,1,1,0,0,0
Flirting,1991,110,NA,7.2,1437,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Exploding Oedipus,2001,75,NA,3.9,9,14.5,0,34.5,24.5,24.5,0,0,0,0,14.5,,0,0,0,0,0,0,0
Fighting Irish,2003,104,NA,1.5,14,64.5,0,0,0,0,0,4.5,0,0,24.5,,1,0,0,1,0,0,0
Fantasia,1940,80,2280000,7.8,14925,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,1,0,0,0,0,0
"Iron Giant, The",1999,86,48000000,7.9,15151,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,PG,0,1,0,0,0,0,0
City Girl,1930,90,NA,8.7,77,0,0,4.5,4.5,4.5,4.5,4.5,14.5,34.5,34.5,,0,0,0,1,0,1,0
Qateh-ye natamam,2001,92,NA,7.9,6,0,0,14.5,0,0,14.5,14.5,14.5,0,34.5,,0,0,0,1,0,0,0
"Marches du palais, Les",1997,140,NA,2,12,24.5,0,0,0,0,0,0,0,4.5,64.5,,0,0,1,1,0,1,0
Non chiamarmi Omar,1992,102,NA,3.6,10,14.5,14.5,0,14.5,14.5,14.5,24.5,24.5,0,14.5,,0,0,0,0,0,0,0
Possessed,1931,76,NA,6.5,145,4.5,4.5,4.5,4.5,4.5,24.5,14.5,24.5,4.5,14.5,,0,0,0,1,0,1,0
Anthony Zimmer,2005,90,NA,6.5,67,4.5,4.5,0,4.5,4.5,24.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,0,0
Nasreddin v Bukhare,1943,80,NA,6,5,0,0,0,0,0,64.5,24.5,24.5,0,0,,0,0,1,0,0,0,0
Xipolito tagma,1954,89,NA,6,13,4.5,0,0,0,4.5,4.5,34.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
Insomnia,1998,13,NA,6.8,6,0,0,0,0,0,14.5,45.5,14.5,0,14.5,,0,0,1,0,0,1,1
Is It Always Right to Be Right?,1970,8,NA,8.2,5,0,0,0,0,0,24.5,0,24.5,24.5,44.5,,0,1,0,0,0,0,1
Kabhi Kabhie,1976,177,NA,7.7,119,4.5,0,4.5,0,4.5,4.5,14.5,34.5,24.5,24.5,,0,0,0,1,0,1,0
Marius,1931,130,NA,8.1,194,0,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,44.5,,0,0,1,1,0,1,0
Hasan Kachal,1970,100,NA,7.7,15,0,0,0,0,4.5,0,24.5,24.5,0,44.5,,0,0,0,0,0,0,0
"Naked Jungle, The",1954,95,NA,6.8,442,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
"Seme dell'uomo, Il",1969,113,NA,4.3,12,4.5,4.5,0,4.5,24.5,0,24.5,4.5,0,14.5,,0,0,0,1,0,0,0
"Wesh wesh, qu'est-ce qui se passe?",2001,83,NA,6.5,24,0,0,0,0,4.5,34.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
Moulin Rouge!,2001,127,52500000,7.7,47689,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,PG-13,0,0,0,1,0,1,0
Ramones Raw,2004,105,NA,7.8,24,0,0,4.5,4.5,0,4.5,4.5,24.5,14.5,44.5,,0,0,0,0,1,0,0
One Day in Europe,2005,95,NA,7,47,0,4.5,4.5,0,4.5,14.5,24.5,14.5,4.5,24.5,,0,0,1,0,0,0,0
Closer,2000,20,NA,8.7,6,0,0,0,0,0,14.5,14.5,0,14.5,45.5,,0,0,0,0,1,0,1
Limpan,1983,82,NA,6.4,14,0,0,0,4.5,4.5,44.5,24.5,24.5,0,0,,0,0,1,0,0,0,0
Suchwiin bulmyeong,2001,117,NA,7.7,238,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0,0
Eight Days a Week,1997,92,NA,5.9,791,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0
I Don't Hate Las Vegas Anymore,1994,70,NA,4.3,16,4.5,4.5,4.5,0,4.5,14.5,0,14.5,14.5,34.5,,0,0,0,0,0,0,0
"Bomba, La",1999,96,NA,5.5,36,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,0,0,1,0,0,0,0
Summer's Gone,1999,96,15000,6,5,0,0,0,0,24.5,64.5,24.5,0,0,0,,0,0,0,0,0,0,0
I'll Cry Tomorrow,1955,117,NA,7.3,220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
Battle Stations,1944,10,NA,4.9,5,0,0,24.5,24.5,24.5,0,24.5,0,0,24.5,,0,0,0,0,1,0,1
Pociag,1959,101,NA,8.4,59,0,0,0,4.5,0,4.5,4.5,24.5,24.5,34.5,,0,0,0,1,0,0,0
Midnight Sun,2003,18,4000,1.6,12,34.5,0,0,0,0,0,4.5,0,14.5,44.5,,0,0,0,0,0,0,1
"Vrais perdants, Les",1978,92,NA,7.2,7,0,0,0,0,0,0,24.5,44.5,14.5,14.5,,0,0,0,0,1,0,0
Encounter at Raven's Gate,1988,94,NA,4.1,62,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
